Date,ball1,ball2,ball3,ball4,ball5,ball6
22.01.03,9,47,50,67,73,74
22.01.04,5,18,59,78,81,89
22.01.08,35,42,49,63,68,78
22.01.10,3,25,30,58,66,84
22.01.11,15,22,24,33,38,71
22.01.13,10,34,56,66,78,87
22.01.15,6,19,48,51,73,89
22.01.18,33,34,43,46,49,66
22.01.20,32,33,37,53,77,79
22.01.22,5,13,27,37,50,59
22.01.25,4,13,16,21,23,50
22.01.27,30,53,63,74,83,88
22.01.29,1,23,63,79,82,89
22.02.01,5,10,29,31,47,58
22.02.03,21,26,28,35,65,77
22.02.05,30,39,48,55,76,81
22.02.08,36,38,57,62,64,81
22.02.10,25,35,51,52,58,59
22.02.12,14,22,27,47,68,77
22.02.15,1,9,44,49,60,74
22.02.17,36,48,67,77,85,87
22.02.19,9,13,15,65,74,81
22.02.22,9,15,29,59,64,74
22.02.24,16,28,38,52,69,73
22.02.26,6,24,38,52,84,87
22.03.01,15,44,60,79,81,83
22.03.03,31,33,40,43,47,80
22.03.05,3,9,58,66,68,80
22.03.08,3,15,16,21,31,80
22.03.10,18,34,39,47,52,66
22.03.12,24,32,41,56,76,80
22.03.15,8,22,53,65,75,86
22.03.17,14,52,53,54,55,86
22.03.19,20,41,61,67,73,83
22.03.22,27,30,49,68,74,88
22.03.24,15,35,37,48,62,77
22.03.26,22,38,74,81,84,89
22.03.29,9,32,48,55,68,72
22.03.31,15,43,51,59,64,74
22.04.02,24,35,45,54,65,68
22.04.05,5,21,48,63,83,86
22.04.07,11,20,42,43,51,86
22.04.09,2,22,27,42,52,89
22.04.12,15,27,32,51,74,77
22.04.14,5,8,22,38,50,55
22.04.16,7,21,25,69,76,77
22.04.19,32,41,63,71,76,89
22.04.21,17,32,46,49,77,88
22.04.23,6,18,23,33,57,71
22.04.26,20,44,62,64,67,78
22.04.28,24,61,65,67,71,90
22.04.30,22,25,34,52,72,85
22.05.03,13,24,44,47,66,80
22.05.05,25,31,37,38,77,82
22.05.07,29,41,43,46,51,81
22.05.10,25,37,47,55,73,81
22.05.12,21,26,28,54,80,85
22.05.14,13,19,39,42,73,83
22.05.17,26,29,32,48,65,79
22.05.19,2,9,13,39,40,89
22.05.21,2,20,25,67,78,80
22.05.24,22,24,25,32,46,73
22.05.26,10,14,17,32,45,87
22.05.28,27,42,55,65,84,90
22.05.31,21,34,35,48,63,82
22.06.04,2,35,41,43,65,71
22.06.06,8,22,31,53,59,86
22.06.07,21,31,49,69,77,90
22.06.09,4,12,20,32,56,88
22.06.11,5,8,18,28,33,59
22.06.14,7,34,48,50,53,67
22.06.16,31,54,56,60,66,82
22.06.18,2,12,16,27,74,78
22.06.21,12,16,32,46,60,83
22.06.23,34,37,52,55,56,66
22.06.25,4,30,42,46,58,89
22.06.28,19,32,36,55,71,81
22.06.30,6,9,12,16,32,79
22.07.02,1,5,25,34,38,66
22.07.05,16,17,49,66,82,86
22.07.07,17,24,25,35,66,73
22.07.09,28,31,41,51,70,83
22.07.12,11,56,63,66,68,72
22.07.14,3,11,28,39,65,75
22.07.16,28,29,38,43,62,71
22.07.19,2,17,27,44,78,79
22.07.21,7,14,24,43,44,90
22.07.23,29,32,46,56,66,90
22.07.26,8,31,34,44,56,77
22.07.28,19,20,22,54,72,88
22.07.30,7,25,28,62,80,87
22.08.02,9,25,26,49,68,74
22.08.04,20,23,45,66,83,87
22.08.06,1,21,29,40,42,58
22.08.09,15,25,26,29,38,39
22.08.11,6,32,34,56,58,87
22.08.13,8,49,62,65,83,88
22.08.16,13,19,59,74,81,84
22.08.18,5,25,42,51,71,84
22.08.20,19,28,31,58,77,85
22.08.23,7,44,47,51,52,85
22.08.25,33,41,42,84,86,88
22.08.27,3,5,15,39,45,80
22.08.30,6,11,23,45,57,75
22.09.01,2,5,13,19,54,89
22.09.03,22,25,30,37,44,76
22.09.06,11,13,19,34,49,52
22.09.08,18,26,39,50,71,90
22.09.10,62,66,68,70,75,83
22.09.13,5,9,16,20,23,69
22.09.15,27,34,42,59,72,76
22.09.17,1,10,14,18,42,60
22.09.20,1,38,39,40,50,83
22.09.22,15,30,42,65,75,81
22.09.24,19,26,35,44,49,65
22.09.27,5,22,42,49,62,63
22.09.29,6,35,37,46,59,86
22.10.01,3,11,14,26,67,82
22.10.04,4,9,55,68,80,84
22.10.06,10,20,28,62,70,87
22.10.08,26,33,41,51,80,84
22.10.11,1,33,35,39,46,58
22.10.13,4,20,64,65,69,79
22.10.15,12,26,34,69,74,83
22.10.18,4,5,31,56,57,59
22.10.20,6,8,39,65,67,69
22.10.22,3,28,31,43,53,59
22.10.25,1,19,41,48,68,71
22.10.27,27,28,32,40,49,72
22.10.29,15,32,66,74,79,86
22.10.31,12,17,32,64,81,84
22.11.03,10,15,37,40,43,59
22.11.05,11,18,41,50,63,74
22.11.08,15,31,33,44,46,73
22.11.10,10,16,18,34,39,45
22.11.12,19,32,51,61,71,82
22.11.15,13,21,23,33,48,86
22.11.17,3,6,39,48,52,88
22.11.19,19,30,44,48,58,72
22.11.22,14,22,23,35,41,64
22.11.24,25,58,66,78,81,88
22.11.26,3,8,42,48,61,72
22.11.29,18,33,43,60,61,78
22.12.01,4,13,32,54,56,68
22.12.03,4,37,38,53,73,79
22.12.06,12,21,31,39,70,83
